Event #;Event Name;Creator;Commodity;Type;Items;Base Price;участники;победитель;Winners Price;Column1
48999;Lab. reagent #39 (22.11.2024);Alina Popova;RD2002;RFP;Enoxaparin Sodium for Bioassays (COLD SHIPMENT REQUIRED);10,000,000.00 RUB;"AppScience; AquaChrom; Asa Biotech; BioCard; CHEMLIFE; COREX; Gluvex; ServiceLab; Альгимед; Лаверна XXI век; ООО ""Фармреактив""; Реаторг; Химмед; BioMerieux";AppScience;2,993,760.00 RUB;
42506;Lab. reagents #31 (17.01.2024);Grigoriy Pakalo;RD2002;RFI;Фосфатно-буферный солевой раствор Дюльбекко с кальцием и магнием (1х), 1000 мл;200.00 RUB;"AppScience; AquaChrom; BioCard; COREX; ExacteLabs; Gluvex; Integral electron; Invitro; Merck; Reatorg; ServiceLab; Vector-Logistics; Альгимед; Лаверна XXI век; ООО ""Миллаб""; ООО ""ФАРМ2Б РУС""; ООО ""Фармреактив""; ООО Дельта Ориджин; ПрофиЛаб; Реаторг; ТД ""ГАЛА-ТРЕЙД""; Химмед; EcoHim";Альгимед;3,960.00 RUB;
42456;Lab. reagents #30 (15.01.2024);Grigoriy Pakalo;RD2002;RFI;"Milliflex Oasis®, 100 мл, 0,45 мкм, белые с сеткой; Воронки Миллифлекс 100 мл ,45 млм, без касет белые с сеткой 24 шт;  Стеритест для антибиотиков 2 среды 10 шт 10 шт/упак";90,880.00 EUR;"AppScience; AquaChrom; BioCard; COREX; ExacteLabs; Gluvex; integral electron; Invitro; Merck; Reatorg; ServiceLab; Vector-Logistics; Альгимед, OOO; Лаверна XXI век; Лаверна ХХI век; ООО ""Фармреактив""; ООО Дельта Ориджин; ПрофиЛаб; Реаторг; ТД ""ГАЛА-ТРЕЙД""; Химмед; ООО ""ФАРМ2Б РУС""; ООО ""Миллаб""; EcoHim";Reatorg;17,153.70 EUR;
39043;Lab. reagents #28 (06.09.2023);Grigoriy Pakalo;RD2002;RFI;"PharmaMedia Dr. Müller GmbH; Контактные чашки Dr. Müller TSA+LTHT CSG Contact plate, TSA x100 (90mm) LTHT, MF, 100.0100";1,000,000.00 RUB;"AppScience; AquaChrom; BioCard; COREX; ExacteLabs; Gluvex; integral electron; Invitro; Merck; Reatorg; ServiceLab; Vector-Logistics; Альгимед, OOO; Лаверна XXI век; ООО ""Фармреактив""; ООО Дельта Ориджин; Реаторг; ТД ""ГАЛА-ТРЕЙД""; Химмед; ПрофиЛаб";AppScience;118,000.00 RUB;
37955;Lab. reagents #24 (11.07.2023);Grigoriy Pakalo;RD2002;RFP;Набор стандартов для калибровки DensiCHEK plus (4 фл в упак). REF21255;100,000.00 RUB;"AppScience; BioCard; COREX; Merck; Альгимед, OOO; Лаверна XXI век; ООО ""Фармреактив""; ООО Дельта Ориджин; Реаторг; ТД ""ГАЛА-ТРЕЙД""; Химмед; ExacteLabs; ServiceLab; Gluvex; integral electron; AquaChrom";Merck;874560000 RUB;
37905;Закупка мембран / PTFE_EPDM diaphragm supply;Sergey Levin;MC2004;RFP;"Мембрана GEMU 600 50M5E PTFE/EPDM; Мембрана GEMU 600 40M5E PTFE/EPDM; Мембрана GEMU 600 25M5E PTFE/EPDM; Мембрана GEMU 600 8M17 EPDM арт. 88301387 (MG8); Мембрана GEMU 600 25M17 EPDM арт. 88301392; Мембрана GEMU 600 40M17 EPDM арт. 88301394; Мембрана GEMU 600 8M54 PTFE/EPDM; Мембрана GEMU 600 10M54 PTFE/EPDM; Мембрана GEMU 600 80M5M PTFE/EPDM; Мембрана GEMU 600 25M54 PTFE/EPDM";100,000.00 EUR;"ПромАвтоматика, ООО; ЛикоСвет, ООО; ТК Индустрия-Сервис, ООО; Далкос, ООО";Далкос, ООО;;+
16380;INSPECTION & MAINTENANCE OF FIRE PROTECTION SYSTEMS_Orel site/ Техническое обслуживание систем пожарной защиты Санофи Восток;Sergey Levin;MC2002;RFP;"Прибор приемно-контрольный пожарный (станция пожарной сигнализации); Integral Schrack Seconet; Извещатель мультисенсорный адресный; MTD-533; Извещатель пожарный ручной адресный; MCP-545; Блок питания; СКАТ 24/2А; Аккумулятор 12в/40Ач; Устройства сигнальные звуковые; АС-24; Устройства сигнальные световые; Маяк24СТ; Оповещатель световой Выход; Молния-24; Блок резервного питания; СКАТ 24 в/4 А; Модуль релейный; Модуль газового пожаротушения; MПA-NVC1230; Извещатель мультисенсорный адресный; MTD-533; Извещатель пожарный ручной адресный; MCP-545; Модуль кольцевой; BA-OF3; Устройства сигнальные звуковые; Молния-24; Устройства сигнальные световые; Молния-24; Сигнализатор давления; Кнопка восстановления автоматики; КВА; Блок питания; РИП24/4А; Исполнительное устройство систем управления огнезащитными клапанами; Belimo 24; Модуль кольцевой; BA-OI3; Расцепитель; Schneider; Кран пожарный; Рукав пожарный; 66 мм/ !,6МПа/ 20м; Пожарные насосы-повысители; WILO; Прибор управления насосами-повысителями; WILO; Огнетушитель углекислотный; ОУ-2; Автоматизированное рабочее место (ПК); АРМ Орион Про; Прибор приемно-контрольный пожарный; С2000-М; Извещатель пожарный дымовой адресный; ДИП-34А; Извещатель пожарный ручной адресный; ИПР5И-ЗА; Извещатель пожарный дымовой линейный 8-150м; ИПДЛ-Д-П/4Р; Устройства сигнальные световые; ВУОС; Извещатель пожарный; ИПР-Ех,; Адресный расширитель; С2000-АР2; Адресный расширитель; С2000-АР8; Контроллер 2-хпроводной линии связи; С2000-КДЛ; Преобразователь интерфейсов; С2000-ПИ; Блок индикации; С2000-БИ; Блок питания; СКАТ 1200; Релейный блок; С2000-СП1; Релейный блок; С2000-КПБ; Релейный блок; С2000-СП1; Устройства сигнальные звуковые; Иволга12в; Устройства сигнальные звуковые; Шмель12Ех; Преобразователь интерфейсов; С2000-ПИ; Прибор приемно-контрольный пожарный; С2000-4; Блок резервного питания; СКАТ 1200; Станция пожаротушения контейнерного типа в составе*:; насос дизельный пожарный; 8x6YS PATTERSON; насос электрический пожарный; 10x8x23A SSC PATTERSON; насос-жокей; WILO; шкаф управления насосом; Toma Tech GPA, GPD; ороситель спринклерный; K115 (TY-FRB TY4231); клапан обратный; задвижка с ручным приводом; шкаф электрический системы обогрева резервуаров; адресный расширитель; C2000-AP8; емкость для дизельного топлива 450л; приборы отопления электрические; шкаф электрический системы обеспечения станции пожаротушения; тестовый трубопровод АУВПТ; Victaulic; приборы вентиляции; блоки управления системы обогрева трубопроводов; узел управления спринклерный; Victaulic; Распределительный трубопровод АУВПТ (труба стальная); DN25,40,50,65,80,100,150; Ороситель спринклерный; К80, К115 (TY-FRB ); Кран шаровый; DN25,40,50; Кран для слива воды с трубопровода АУВПТ; Наземный пожарный резервуар (V=500m3) с системой обогрева; Аккумулятор 12в/180Ач; Модуль порошкового пожаротушения; Буран -2,5-2С; Модуль порошкового пожаротушения; Буран 8-взр; Блок сигнализации; Точечные зенитные фонари; Prolight; Пневматические пусковые блоки с баллонами С02; АК 10.5-RT-HEA-R; Кран пожарный; Рукав пожарный; 66 мм/1,6МПа/ 20м; Огнетушитель углекислотный; ОУ-2; Огнетушитель порошковый; Пожарный подземный резервуар (V=250m3); шт; 2; Гидрант подземный; шт; 9; Колодец гидранта; шт; 10; Задвижка поворотная; шт; 5; без НДС";4,600,000.00 RUB;"ГК ""Пожтехника""; ООО ""Перспектива""; ООО""ИнфоТек-Сервис""; 	ООО ""Системы безопасности""";"ООО ""Перспектива""";2,415,267.00 RUB;+
28099;Выполнение работ по снижению концентрации неконденсируемых газов в чистом паре /REDUCING THE CONCENTRATION OF NON-CONDENSABLE GASES IN CLEAR STEAM;Sergey Levin;MC1034;RFP;Работы по снижению концентрации неконденсируемых газов в чистом паре;7,000,000.00 RUB;"АО «НПК Медиана Фильтр»; ООО «Тайтега АГ»; ООО «ЮТИЛИКО»; ООО «КЛИМАОПРЕМА»";АО «НПК Медиана Фильтр»;19,791,217.00 RUB;
48062;Модернизация системы вентиляции ЛОС Санофи Восток/ HVAC improvement WWTP  Sanofi Vostok;Sergey Levin;MC1033;RFP;"Модернизации системы вентиляции ЛОС; Документация; Оборудование и материалы (детализировать); Доставка материалов/оборудования до склада АО «Санофи -  Восток»; Демонтажные работы; Монтаж материалов/оборудования; Пуско-наладочные работы; Прочие расходы (детализировать!)";90,000.00 EUR;"Конвент, ООО; Аквилон, ООО; СОЛЯРИС; Ютилико, ООО";Конвент, ООО;9,905,500.00 RUB;
35740;Модернизация вентиляционной машины AHU6 ;Sergey Levin;MC1033;RFP;"Модернизации вентиляционной машины AHU6; Документация; Оборудование и материалы (детализировать); Доставка материалов/оборудования до склада АО «Санофи -  Восток»; Демонтажные работы; Монтаж материалов/оборудования; Пуско-наладочные работы; Прочие расходы (детализировать!)";150,000.00 EUR;"Ютилико, ООО; 	ООО АйСиЭл Софт; Конвент, ООО; Аквилон, ООО";Конвент, ООО;4,990,500.00 RUB;
31371;Кондиционирование серверных помещений /Server room air conditioning ;Sergey Levin;MC1033;RFP;"Кондиционирование серверных помещений;  Документация; Оборудование и материалы (детализировать); Доставка материалов/оборудования до склада АО «Санофи -  Восток»; Демонтажные работы; Монтаж материалов/оборудования; Пуско-наладочные работы; Прочие расходы (детализировать!)";100,000.00 EUR;"Конвент, ООО; Аквилон, ООО";Конвент, ООО;8,606,305.72 RUB;
44112;Модернизация станций взвешивания Санофи Восток/ Modernization of weighing stations Sanofi Vostok;Sergey Levin;MC1027;RFP;Модернизация весовых станций;60,000.00 EUR;"ООО «Тайтега АГ»; Конвент, ООО";Конвент, ООО;5,770,000.00 RUB;
39543; Ремонт (окраска) панелей чистых помещений /Сlean rooms wall panels refurbishment;Sergey Levin;MC1027;English auction;"Произвести зачистку отслоившегося от 
поверхности панелей полимерного покрытия, 
удалить коррозию.
Alexey TROSHKIN
Electronically signed by:
Alexey TROSHKIN
Reason: Утвердил
Date: Jul 25, 2023 10:22 GMT+3
Internal
№ Показатель Основные данные и требования
2. Выполнить окраску металлических панелей 
краской белого цвета, матовой в соответствии с
требованиями Приложения N1 к «Правилам 
надлежащей производственной практики
Евразийского экономического союза»
(Приложение 6.2 к настоящему техническому 
заданию) и ГОСТ Р ИСО 14644-4-2002. «Чистые 
помещения и связанные с ними контролируемые 
среды» (Приложение 6.3 к настоящему 
техническому заданию).
3. Выполнить защиту элементов скругления, 
смотровых и передаточных окон, покрытия пола 
из линолеума, пожарных извещателей и т. д. от
загрязнения и пыли";40,000.00 EUR;"ООО""Мастерфайбр Центр""; ООО «Тайтега АГ»; Конвент, ООО	";"ООО""Мастерфайбр Центр""";4,092,353.31 RUB;
36869;"Реконструкция чистых помещений для проекта ""ORCA""/ Reconstruction of clean rooms for the ""ORCA"" project";Sergey Levin;MC1027;RFP;"Реконструкция чистых помещений для проекта ""ORCA""в связи со сменой класса чистоты помещения №185; Документация; Оборудование и материалы (детализировать); Доставка материалов/оборудования до склада АО «Санофи -  Восток»; Демонтажные работы; Монтаж материалов/оборудования; Пуско-наладочные работы; Прочие расходы (детализировать!)";396,000.00 EUR;"ООО ""ДантЭ""; Эталонфарм, ООО; ООО ""КЛИМАОПРЕМА""; PADANA CLEANROOM S.R.L.; ООО «Тайтега АГ»; Конвент, ООО; Клин Системс, ООО; ООО «КЛИМАОПРЕМА»";"ООО ""ДантЭ""";19,898,880.00 RUB;
47613;Модернизация системы видеонаблюдения Санофи Восток/ Video surveillance improvement Sanofi Vostok;Sergey Levin;MC1019;RFP;"Модернизации системы видеонаблюдения Санофи Восток; Повести модернизацию системы видеонаблюдения (СВН) за 
счет установки дополнительных точек контроля (далее «точки 
контроля»), а также обновления программного обеспечения 
для операторов системы;  Установка точек контроля и обновление программного 
обеспечения должны позволять функционирование 
существующего оборудования СВН; Установка точек контроля должна обеспечивать контроль 
периметра и внутренней территории предприятия, в 
соответствии с ландшафтными особенностями 
контролируемого объекта; СВН должна предусматривать наличие аналитики в 
соответствии с решениями, принятыми в концепции; Обеспечить контроль внутренней территории за счет замены 
существующих видеокамер";150,000.00 EUR;"ООО АйСиЭл Софт; Энкомсервис, ООО; ООО ""Перспектива""; Конвент, ООО";ООО АйСиЭл Софт;35,777,925.74 RUB;
46564;Замена передаточных окон в чистых помещениях/Сlean room transfer windows upgrade;Sergey Levin;MC1017;RFP;Замена передаточных окон с целью снижения риска контаминации чистых помещений производства;50,000.00 EUR;"ООО «Тайтега АГ»; Эталонфарм, ООО; Конвент, ООО";Эталонфарм, ООО;1,304,166.67 RUB;
31032; Автоматизация инженерных систем (BAS - Building Automation System);Sergey Levin;MC1014;RFP;"Система автоматизации инженерных систем - BAS; Оборудование для системы вентиляции; Оборудование для системы холодоснабжения; Оборудование для системы теплоснабжения; Оборудование для прочих систем; Доставка материалов/оборудования до склада ЗАО «Санофи - Авентис Восток»; Монтаж материалов/оборудования; Пуско-наладочные работы";900,000.00 EUR;"	ООО АйСиЭл Софт; Конвент, ООО; Интелвижен, ООО; УНИКА инжиниринг, ООО; ПромАвтоматика, ООО";Интелвижен, ООО;35,300,000.00 RUB;
15736;"Round 2. Реконструкция трубопровода системы распределения чистого пара, ЗАО ""Санофи-Авентис Восток""";Sergey Levin;MC1010;RFP;"Проектрирование/Design works; Поставка материалов/Delivery of materials; Монтажные работы/Assembling works; Пуско-наладка и приемосдаточные испытания/Startup and handover ";6,000,000.00 RUB;"Mediana-filter; BWT";Mediana-filter;25,849,998.00 RUB;
18266;Fire water retention system design /Проектирование системы удержания воды, используемой при тушении пожара;Sergey Levin;MC1009;English auction;Fire retention system detailed design/Проектирование системы удержания воды, испльзуемой при пожаре;4,275,073.00 RUB;"ООО ""Блю Проект""; ООО «СОЛЯРИС»";"ООО ""Блю Проект""";4,227,000.00 RUB;
29983;Lab. Reagents #4 (05.08.2022);Stanislav Ekhnev;RD2002;RFP;"Staphylococcus aureus subsp. Aureus (лиофилизированная культура); Escherichia coli (лиофилизированная культура); Pseudomonas aeruginosa (лиофилизированная культура); Bacillus subtilis subsp spizizenii (лиофилизированная культура); Candida albicans (лиофилизированная культура); Aspergillus brasiliensis (лиофилизированная культура); Salmonella enterica серовар typhimurium (лиофилизированная культура); Staphylococcus epidermidis (лиофилизированная культура); Диметилсульфоксид для ДНК и пептидного синтеза (max 0.025% H2O)";700,000.00 RUB;"Химмед; Лаверна ХХI век; Альгимед, OOO; AppScience";Химмед;64,276.00 RUB;
29596;Lab. Reagents #3 (20.07.2022);Stanislav Ekhnev;RD2002;RFP;"GranuCult® Casein-peptone lecithin polysorbate broth (base), GranuCult® Casein-peptone lecithin polysorbate broth (base), 500 G; Cetrimide agar, Pseudomonas selective agar base for microbiology (According harm. EP/USP/JP), 500 G; Sodium chloride peptone broth (buffered), acc. EP, USP, JP GranuCult , 500 G; Granucult® Enterobacteriaceae Enrichment Mossel broth, According to ISO 21528; For microbiology, 500 G; Reinforced clostridial agar (RCA), for microbiology, 500 G; Tryptic Soy Broth, USP, EP, JP, ISO 21871, suitable for pathogen testing, 500 G; GranuCult® RAPPAPORT-VASSILIADIS-So ya broth (base), ISO 6579, for Salmonella spp., 500 G; Simmons Citrate Agar, suitable for microbiology, NutriSelect® Basic, 500 G; Citric acid, anhydrous fine-granular, EMPROVE® ESSENTIAL, Ph. Eur., BP, ChP, JP, USP, FCC, E 330, 5 KG; Tryptic Soy B. acc. EP+USP, For the detection of aerobic bacteria and fungi, suitable for sterility testing, pkg of (100 ml in 125 ml bottle with blue screw cap and septum (10 bottles per box)), 10 X 100 ML; Fluid A, pkg of 100 mL (Bottle with screw cap and septum), For rinsing and dilution, suitable for sterility testing, for use with Steritest®, 12 EA";2,700,000.00 RUB;"AppScience; Альгимед, OOO; 	Лаверна ХХI век; ООО Дельта Ориджин; Реаторг; Химмед";ООО Дельта Ориджин;1,174,364.26 RUB;
